,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
33934,Armadale,11/58 Wattletree Rd,3,t,1115000,S,Jellis,24/02/2018,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
33935,Ascot Vale,2 Bettina Ct,3,h,1320000,S,Brad,24/02/2018,4.3,3032,3,1,2,438,,1960,Moonee Valley City Council,-37.77451,144.9025,Western Metropolitan,6567
33936,Ascot Vale,2 Cunningham Ct,3,t,953000,S,Brad,24/02/2018,4.3,3032,3,1,2,370,,,Moonee Valley City Council,-37.78129,144.9201,Western Metropolitan,6567
33937,Ascot Vale,28 Gillespie Av,3,h,1080000,S,Brad,24/02/2018,4.3,3032,3,2,2,223,137,2010,Moonee Valley City Council,-37.77748,144.90652,Western Metropolitan,6567
33938,Ascot Vale,11 Holdsworth St,4,h,1341000,S,Nelson,24/02/2018,4.3,3032,4,1,2,343,,,Moonee Valley City Council,-37.77271,144.90959,Western Metropolitan,6567
33940,Ashwood,22 Carlyle St,3,h,1554000,S,hockingstuart,24/02/2018,10.2,3147,3,2,4,698,154,1945,Monash City Council,-37.86131,145.09638,Southern Metropolitan,2894
33941,Ashwood,41 Closter Av,4,h,1850000,S,Buxton,24/02/2018,10.2,3147,4,3,2,746,164,1960,Monash City Council,-37.86491,145.09752,Southern Metropolitan,2894
33942,Ashwood,13 Maroondah Rd,5,h,1975000,S,Buxton/Marshall,24/02/2018,10.2,3147,5,5,2,725,,,Monash City Council,-37.86486,145.1113,Southern Metropolitan,2894
33944,Ashwood,457 Warrigal Rd,4,h,1185500,S,Buxton,24/02/2018,10.2,3147,4,2,2,710,,,Monash City Council,-37.86164,145.09379,Southern Metropolitan,2894
33946,Aspendale Gardens,8 Jackie Ct,4,h,1110500,SP,Barry,24/02/2018,21.5,3195,4,3,2,619,,,Kingston City Council,-38.01882,145.12407,South-Eastern Metropolitan,2243
33947,Aspendale Gardens,20 Tatyoon Cl,3,h,750000,PI,Ray,24/02/2018,21.5,3195,3,1,1,560,,,Kingston City Council,-38.017,145.10766,South-Eastern Metropolitan,2243
33949,Attwood,30 The Crest,4,h,550000,S,Walshe,24/02/2018,16.5,3049,4,2,2,335,,,Hume City Council,-37.67292,144.88881,Northern Metropolitan,1130
33950,Attwood,21 Threadneedle St,4,h,805000,PI,Barry,24/02/2018,16.5,3049,4,2,2,630,269,2000,Hume City Council,-37.6712,144.87911,Northern Metropolitan,1130
33951,Avondale Heights,14 Arbor Tce,3,h,1000000,SP,Moonee,24/02/2018,9.5,3034,3,1,3,576,,,Moonee Valley City Council,-37.76461,144.86563,Western Metropolitan,4502
33952,Avondale Heights,9 Brentwood Dr,3,h,810000,PI,Moonee,24/02/2018,9.5,3034,3,1,,525,105,1960,Moonee Valley City Council,-37.77278,144.85418,Western Metropolitan,4502
33953,Avondale Heights,7 Coral Ct,4,h,820000,S,Moonee,24/02/2018,9.5,3034,4,1,1,504,,,Moonee Valley City Council,-37.77244,144.85696,Western Metropolitan,4502
33954,Avondale Heights,5B Weyburn Pl,3,t,700000,SP,Moonee,24/02/2018,9.5,3034,,,,,,,Moonee Valley City Council,-37.75967,144.86823,Western Metropolitan,4502
33955,Balaclava,17 Brunning St,3,h,1467500,S,McGrath,24/02/2018,6.4,3183,3,1,,222,108,1910,Port Phillip City Council,-37.8731,144.99168,Southern Metropolitan,2952
33956,Balaclava,6/51 Gourlay St,2,u,515000,SP,Buxton,24/02/2018,6.4,3183,,,,,,,Port Phillip City Council,,,Southern Metropolitan,2952
33957,Balaclava,56 Gourlay St,4,h,1550000,S,Whiting,24/02/2018,6.4,3183,4,2,2,467,163,1900,Port Phillip City Council,-37.87245,144.9976,Southern Metropolitan,2952
33958,Balaclava,11/91 Grosvenor St,2,u,584000,S,Buxton,24/02/2018,6.4,3183,,,,,,,Port Phillip City Council,,,Southern Metropolitan,2952
33959,Balaclava,42 Rosamond St,2,h,1160000,S,McGrath,24/02/2018,6.4,3183,2,1,,178,98,1915,Port Phillip City Council,-37.86991,144.99244,Southern Metropolitan,2952
33960,Balwyn,110 Gordon St,5,h,4350000,VB,Marshall,24/02/2018,7.9,3103,5,5,2,641,,,Boroondara City Council,-37.80862,145.07452,Southern Metropolitan,5682
33961,Balwyn,6/26 Gordon St,2,t,700000,VB,hockingstuart,24/02/2018,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
33962,Balwyn,2/16 Westminster St,2,h,1380000,S,Marshall,24/02/2018,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
33963,Balwyn,1/6 Westminster St,2,u,896000,S,Jellis,24/02/2018,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
33964,Balwyn North,9 Chelmsford St,4,h,2440000,VB,Fletchers,24/02/2018,9.7,3104,4,3,1,1011,,,Boroondara City Council,-37.79467,145.0879,Southern Metropolitan,7809
33965,Balwyn North,13 Corby St,3,h,1800000,VB,Marshall,24/02/2018,9.7,3104,3,1,2,676,140,1950,Boroondara City Council,-37.79162,145.08315,Southern Metropolitan,7809
33966,Balwyn North,74 Corhampton Rd,4,h,1562000,S,Fletchers,24/02/2018,9.7,3104,4,2,1,436,160,1930,Boroondara City Council,-37.80088,145.066,Southern Metropolitan,7809
33968,Balwyn North,33 Ferdinand Av,3,h,2100000,S,Jellis,24/02/2018,9.7,3104,3,2,2,1008,,,Boroondara City Council,-37.79455,145.0947,Southern Metropolitan,7809
33971,Balwyn North,36 Kyora Pde,4,h,1950000,VB,Jellis,24/02/2018,9.7,3104,4,2,2,836,,1940,Boroondara City Council,-37.78775,145.07043,Southern Metropolitan,7809
33973,Balwyn North,8 Riverside Av,4,h,2350000,VB,Jellis,24/02/2018,9.7,3104,4,2,4,919,,,Boroondara City Council,-37.79037,145.06571,Southern Metropolitan,7809
33974,Balwyn North,39 Walbundry Av,4,h,3100000,PI,Fletchers,24/02/2018,9.7,3104,4,3,1,836,,1935,Boroondara City Council,-37.79154,145.06912,Southern Metropolitan,7809
33976,Balwyn North,11 Wynyard Cr,5,h,2000000,VB,Marshall,24/02/2018,9.7,3104,4,2,2,918,,,Boroondara City Council,-37.8031,145.09304,Southern Metropolitan,7809
33978,Beaumaris,48 Gareth Av,3,h,1600000,SP,Buxton,24/02/2018,17.3,3193,3,2,3,805,,,Bayside City Council,-37.97952,145.03148,Southern Metropolitan,5366
33979,Beaumaris,12 Grandview Av,3,h,1540000,S,Hodges,24/02/2018,17.3,3193,3,2,2,616,,,Bayside City Council,-37.97973,145.0308,Southern Metropolitan,5366
33980,Beaumaris,51 Haydens Rd,3,h,1905000,S,Buxton,24/02/2018,17.3,3193,3,1,2,763,,,Bayside City Council,-37.97996,145.0292,Southern Metropolitan,5366
33982,Beaumaris,152 Reserve Rd,4,h,1800000,VB,Hodges,24/02/2018,17.3,3193,4,2,2,1105,251,2005,Bayside City Council,-37.97677,145.03506,Southern Metropolitan,5366
33983,Bellfield,138 Liberty Pde,3,h,815000,S,Nelson,24/02/2018,8.8,3081,3,1,2,612,102,1950,Banyule City Council,-37.75017,145.03497,Eastern Metropolitan,790
33984,Bentleigh,3A Durban St,3,t,1300000,VB,Jellis,24/02/2018,11.4,3204,3,2,2,275,,2012,Glen Eira City Council,-37.92662,145.04846,Southern Metropolitan,6795
33985,Bentleigh,2/2 Gilmour Rd,3,t,1002500,S,Jellis,24/02/2018,11.4,3204,3,2,2,239,119,2010,Glen Eira City Council,-37.93248,145.04219,Southern Metropolitan,6795
33986,Bentleigh,1 Harding St,4,h,1390000,S,Buxton,24/02/2018,11.4,3204,4,2,2,833,158,1920,Glen Eira City Council,-37.92868,145.0314,Southern Metropolitan,6795
33987,Bentleigh,8 Marriot Rd,3,h,1395000,S,Buxton,24/02/2018,11.4,3204,3,1,2,697,,,Glen Eira City Council,-37.93116,145.04078,Southern Metropolitan,6795
33988,Bentleigh,16 McKittrick Rd,3,h,1526000,S,C21,24/02/2018,11.4,3204,3,1,2,739,,,Glen Eira City Council,-37.92957,145.04234,Southern Metropolitan,6795
33989,Bentleigh,27 North Av,4,h,1660000,S,Woodards,24/02/2018,11.4,3204,4,2,4,605,,,Glen Eira City Council,-37.9272,145.03458,Southern Metropolitan,6795
33990,Bentleigh,11 Park Cr,4,h,2050000,S,Jellis,24/02/2018,11.4,3204,4,2,4,599,,1930,Glen Eira City Council,-37.92319,145.03368,Southern Metropolitan,6795
33992,Bentleigh,86A Tucker Rd,4,t,1280000,S,Buxton,24/02/2018,11.4,3204,4,3,2,375,,,Glen Eira City Council,-37.92666,145.04993,Southern Metropolitan,6795
33993,Bentleigh East,4 Abbin Av,2,h,1610000,PI,Buxton,24/02/2018,13.8,3165,2,1,2,981,,,Glen Eira City Council,-37.93143,145.05011,Southern Metropolitan,10969
33994,Bentleigh East,10 Almurta Rd,4,h,1250000,S,Jellis,24/02/2018,13.8,3165,4,2,4,639,,,Glen Eira City Council,-37.92633,145.06609,Southern Metropolitan,10969
33996,Bentleigh East,54A MacKie Rd,4,t,1150000,VB,Gary,24/02/2018,13.8,3165,4,3,2,303,,2016,Glen Eira City Council,-37.91852,145.07436,Southern Metropolitan,10969
33998,Berwick,18 Casey Dr,5,h,2300000,S,Barry,24/02/2018,35.2,3806,5,3,2,4008,,,Casey City Council,-38.0162,145.34792,Eastern Victoria,17093
33999,Black Rock,5/315 Beach Rd,3,u,1165000,S,Hodges,24/02/2018,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,2866
34002,Black Rock,14A Stanley St,4,h,2380000,S,Chisholm,24/02/2018,17.3,3193,4,2,2,386,274,,Bayside City Council,-37.97261,145.01849,Southern Metropolitan,2866
34003,Blackburn,6 Forest Rd,3,h,1125000,VB,Fletchers,24/02/2018,13.4,3130,3,2,2,816,,,Whitehorse City Council,-37.83178,145.16555,Eastern Metropolitan,5713
34004,Blackburn North,1/21 Devon Dr,3,u,775000,S,Noel,24/02/2018,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,2867
34005,Blackburn North,72 Kett St,4,h,980000,S,Barry,24/02/2018,13.4,3130,4,3,2,605,184,1965,Whitehorse City Council,-37.80394,145.16754,Eastern Metropolitan,2867
34006,Blackburn South,27 Shawlands Av,3,h,1070000,SP,Barry,24/02/2018,13.4,3130,3,1,3,661,,,Whitehorse City Council,-37.83467,145.15089,Eastern Metropolitan,4387
34007,Braybrook,32 Myalla St,3,h,910000,S,Douglas,24/02/2018,8.6,3019,3,1,2,667,,,Maribyrnong City Council,-37.78816,144.84932,Western Metropolitan,3589
34008,Braybrook,4/31 Vine St,2,t,615000,SP,Barry,24/02/2018,8.6,3019,,,,,,,Maribyrnong City Council,,,Western Metropolitan,3589
34009,Brighton,37 Campbell St,2,h,1335000,SP,RT,24/02/2018,10.5,3186,2,1,1,197,,,Bayside City Council,-37.89911,144.9933,Southern Metropolitan,10579
34011,Brighton,114 Cole St,4,h,2710000,S,Biggin,24/02/2018,10.5,3186,4,2,2,547,216,1905,Bayside City Council,-37.89538,145.00121,Southern Metropolitan,10579
34014,Brighton,1/7 Laburnum St,3,u,1715000,S,Buxton,24/02/2018,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
34015,Brighton,134A Male St,3,t,1900000,VB,Jellis,24/02/2018,10.5,3186,3,2,2,350,,,Bayside City Council,-37.90664,145.00569,Southern Metropolitan,10579
34016,Brighton,1/61 Martin St,3,u,1220000,S,Hodges,24/02/2018,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
34018,Brighton,4/33 North Rd,2,u,900000,SP,Buxton,24/02/2018,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
34019,Brighton,74 Well St,5,h,3800000,PI,Buxton,24/02/2018,10.5,3186,5,2,2,624,438,2000,Bayside City Council,-37.91852,144.99742,Southern Metropolitan,10579
34020,Brighton East,17a Billson St,4,t,1650000,VB,Marshall,24/02/2018,10.3,3187,4,3,1,299,,,Bayside City Council,-37.91795,145.01428,Southern Metropolitan,6938
34025,Brighton East,10 Hodder St,4,h,2285000,S,Gary,24/02/2018,10.3,3187,4,2,3,779,,,Bayside City Council,-37.909,145.02241,Southern Metropolitan,6938
34026,Brighton East,61 Milroy St,4,h,1900000,VB,Marshall,24/02/2018,10.3,3187,4,2,2,626,,,Bayside City Council,-37.90597,145.00969,Southern Metropolitan,6938
34027,Brighton East,729c Nepean Hwy,4,t,1125000,PI,Rodney,24/02/2018,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
34028,Brighton East,5/29 Pine St,2,u,1000000,PI,Buxton,24/02/2018,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
34029,Brighton East,17 Plantation Av,3,h,2420000,S,hockingstuart,24/02/2018,10.3,3187,3,1,2,652,,,Bayside City Council,-37.92175,145.00748,Southern Metropolitan,6938
34030,Brighton East,15b Summerhill Rd,4,t,1800000,S,Marshall,24/02/2018,10.3,3187,4,2,2,291,,,Bayside City Council,-37.91722,145.01261,Southern Metropolitan,6938
34031,Brighton East,5A Tatong Rd,2,t,940000,S,Buxton,24/02/2018,10.3,3187,,,,,,,Bayside City Council,-37.93009,145.02986,Southern Metropolitan,6938
34032,Brighton East,15 Trinity Ct,3,h,1705000,S,Gary,24/02/2018,10.3,3187,3,1,2,601,,,Bayside City Council,-37.90852,145.02104,Southern Metropolitan,6938
34033,Brighton East,1/21 Violet Cr,2,t,880000,S,Jellis,24/02/2018,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
34034,Brighton East,12 Welwyn Av,3,h,1905000,S,Marshall,24/02/2018,10.3,3187,3,1,2,652,,,Bayside City Council,-37.93002,145.02145,Southern Metropolitan,6938
34035,Broadmeadows,46 Holberry St,3,h,682500,S,Stockdale,24/02/2018,14,3047,3,1,1,632,,,Hume City Council,-37.68858,144.93092,Northern Metropolitan,4294
34037,Brunswick,237 Albion St,2,h,1150000,SP,Jellis,24/02/2018,5.2,3056,2,1,2,398,107,1890,Moreland City Council,-37.76032,144.95981,Northern Metropolitan,11918
34038,Brunswick,19 Barry St,2,h,805000,PI,Nelson,24/02/2018,5.2,3056,2,1,0,186,,,Moreland City Council,-37.77174,144.95277,Northern Metropolitan,11918
34039,Brunswick,1 Hanover St,3,h,1035500,S,McDonald,24/02/2018,5.2,3056,3,1,0,375,116,1900,Moreland City Council,-37.76276,144.9535,Northern Metropolitan,11918
34040,Brunswick,80 Stewart St,3,h,984000,PI,Woodards,24/02/2018,5.2,3056,3,1,2,207,115,1910,Moreland City Council,-37.76422,144.96888,Northern Metropolitan,11918
34041,Brunswick,1/81 Stewart St,2,u,682000,S,Nelson,24/02/2018,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
34042,Brunswick,7 Sutherland St,3,h,1050000,S,Nelson,24/02/2018,5.2,3056,3,3,2,231,,,Moreland City Council,-37.76252,144.95456,Northern Metropolitan,11918
34043,Brunswick East,63 Albert St,4,h,1500000,S,Jellis,24/02/2018,4,3057,4,2,,153,175,1900,Moreland City Council,-37.76998,144.97358,Northern Metropolitan,5533
34044,Brunswick East,27 Barkly St,4,h,2300000,S,Woodards,24/02/2018,4,3057,4,2,1,416,241,1915,Moreland City Council,-37.77766,144.97604,Northern Metropolitan,5533
34046,Brunswick East,31 Piera St,2,h,986000,S,Nelson,24/02/2018,4,3057,2,1,2,191,,,Moreland City Council,-37.77416,144.97289,Northern Metropolitan,5533
34047,Brunswick West,13 Curtin Av,2,h,720000,PI,Nelson,24/02/2018,5.2,3055,2,1,2,377,,1950,Moreland City Council,-37.75702,144.93678,Northern Metropolitan,7082
34049,Brunswick West,54 Smith St,3,h,1290000,S,Brad,24/02/2018,5.2,3055,3,1,2,421,126,1930,Moreland City Council,-37.7676,144.94559,Northern Metropolitan,7082
34050,Brunswick West,21 Walker St,3,h,1211000,S,Nelson,24/02/2018,5.2,3055,3,1,2,555,134,1920,Moreland City Council,-37.76703,144.94235,Northern Metropolitan,7082
34051,Brunswick West,13A Waxman Pde,4,t,950000,PI,Barry,24/02/2018,5.2,3055,4,2,2,263,180,2014,Moreland City Council,-37.75845,144.93448,Northern Metropolitan,7082
34052,Bulleen,19 Avon St,3,h,950000,PI,Jellis,24/02/2018,10.8,3105,3,2,2,264,185,1980,Manningham City Council,-37.76548,145.08535,Eastern Metropolitan,4480
34053,Bulleen,2b Kenneth St,4,t,1150000,PI,Jellis,24/02/2018,10.8,3105,4,2,1,299,,,Manningham City Council,-37.77443,145.0947,Eastern Metropolitan,4480
34054,Bulleen,13 Moresby Av,4,h,1292000,S,Jellis,24/02/2018,10.8,3105,4,2,1,733,206,1970,Manningham City Council,-37.77716,145.09366,Eastern Metropolitan,4480
34055,Bullengarook,11 Dohoney Rd,4,h,865000,S,Raine,24/02/2018,45.9,3437,4,2,0,42800,180,2000,Macedon Ranges Shire Council,-37.47154,144.53828,Northern Victoria,249
34056,Bundoora,33 Boston Rd,3,h,817000,S,Barry,24/02/2018,12.1,3083,3,1,2,550,145,1970,Banyule City Council,-37.6963,145.07767,Northern Metropolitan,10175
34057,Bundoora,7 Bowral Ct,3,h,715000,S,Barry,24/02/2018,12.1,3083,3,1,,688,,,Banyule City Council,-37.70233,145.06604,Northern Metropolitan,10175
34058,Bundoora,40 Carbeen Dr,4,h,921000,S,YPA,24/02/2018,12.1,3083,4,2,2,556,,,Banyule City Council,-37.6831,145.05981,Northern Metropolitan,10175
34059,Bundoora,6 Greenwich Cr,3,t,628000,S,Ray,24/02/2018,12.1,3083,3,2,1,201,,,Banyule City Council,-37.68442,145.07775,Northern Metropolitan,10175
34060,Bundoora,22 Lauder Dr,3,h,666600,S,Langwell,24/02/2018,12.1,3083,,,,,,,Banyule City Council,,,Northern Metropolitan,10175
34062,Burnside Heights,5 Wills Tce,3,h,660000,S,YPA,24/02/2018,14.8,3023,3,2,2,415,,2010,Melton City Council,-37.73285,144.7578,Western Metropolitan,1686
34063,Burwood,14 Delany Av,3,h,1725000,S,Ray,24/02/2018,10.4,3125,3,2,2,766,150,1960,Monash City Council,-37.849,145.11839,Southern Metropolitan,5678
34064,Burwood,23 Peacock St,4,h,1661000,S,Buxton,24/02/2018,10.4,3125,4,1,2,847,,,Monash City Council,-37.85236,145.1158,Southern Metropolitan,5678
34065,Burwood,64 Somers St,3,h,1510000,S,Lindellas,24/02/2018,10.4,3125,3,2,2,621,,,Monash City Council,-37.84484,145.10045,Southern Metropolitan,5678
34069,Camberwell,23a Acheron Av,4,t,2475000,VB,Jellis,24/02/2018,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
34072,Camberwell,5 Barkly St,3,h,1670000,S,Jellis,24/02/2018,7.7,3124,3,1,2,631,,,Boroondara City Council,-37.84899,145.09039,Southern Metropolitan,8920
34073,Camberwell,1/6 Davis Av,3,t,1975000,S,Jellis,24/02/2018,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
34074,Camberwell,30 Fairview Av,2,h,1550000,VB,Marshall,24/02/2018,7.7,3124,2,2,2,606,118,1930,Boroondara City Council,-37.84764,145.09273,Southern Metropolitan,8920
34075,Camberwell,2 Maple Cr,4,h,2200000,VB,Marshall,24/02/2018,7.7,3124,4,2,2,651,,1930,Boroondara City Council,-37.83989,145.06877,Southern Metropolitan,8920
34076,Camberwell,28 Milverton St,4,h,2000000,VB,Marshall,24/02/2018,7.7,3124,4,2,2,688,,,Boroondara City Council,-37.84842,145.08584,Southern Metropolitan,8920
34077,Camberwell,44 Moorhouse St,3,h,1550000,VB,Marshall,24/02/2018,7.7,3124,3,2,2,968,172,2007,Boroondara City Council,-37.82901,145.06714,Southern Metropolitan,8920
34078,Camberwell,20 Morey St,4,h,2700000,S,The,24/02/2018,7.7,3124,4,4,4,1071,209,1950,Boroondara City Council,-37.84136,145.09452,Southern Metropolitan,8920
34079,Camberwell,11 Outlook Dr,4,h,1625000,S,Jellis,24/02/2018,7.7,3124,4,2,2,650,187,1940,Boroondara City Council,-37.84865,145.09152,Southern Metropolitan,8920
34080,Camberwell,29 Oxford St,3,h,1888000,S,Buxton,24/02/2018,7.7,3124,3,1,2,770,,,Boroondara City Council,-37.84455,145.0931,Southern Metropolitan,8920
34084,Camberwell,2 Weafgreen Ct,5,h,2650000,VB,hockingstuart,24/02/2018,7.7,3124,5,3,6,677,242,1950,Boroondara City Council,-37.8371,145.09231,Southern Metropolitan,8920
34085,Canterbury,5 Boronia St,3,h,2430000,S,Marshall,24/02/2018,8.4,3126,3,1,2,650,,,Boroondara City Council,-37.82282,145.07807,Southern Metropolitan,3265
34086,Canterbury,7 Rochester Rd,5,h,2900000,VB,Jellis,24/02/2018,8.4,3126,5,3,3,824,,,Boroondara City Council,-37.82294,145.08129,Southern Metropolitan,3265
34087,Carlton,70/121 Rathdowne St,2,u,685000,S,hockingstuart,24/02/2018,1.6,3053,,,,,,,Melbourne City Council,,,Northern Metropolitan,6786
34089,Carlton North,3/867 Rathdowne St,2,u,695000,S,Nelson,24/02/2018,3.5,3054,,,,,,,Melbourne City Council,,,Northern Metropolitan,3106
34090,Carlton North,909 Rathdowne St,3,h,1700000,VB,Nelson,24/02/2018,3.5,3054,3,1,1,176,,,Melbourne City Council,-37.7829,144.9727,Northern Metropolitan,3106
34092,Carlton North,10 Sutton St,2,h,1030000,S,Nelson,24/02/2018,3.5,3054,2,2,,107,90,,Melbourne City Council,-37.78859,144.97301,Northern Metropolitan,3106
34093,Carnegie,4 Edgewood St,3,h,1410000,S,Jellis,24/02/2018,10.1,3163,3,1,2,594,,,Glen Eira City Council,-37.88719,145.0506,Southern Metropolitan,7822
34095,Carnegie,3/258 Koornang Rd,3,u,920000,S,Ray,24/02/2018,10.1,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822
34096,Carnegie,1/34 Madden Av,2,u,601000,S,Gary,24/02/2018,10.1,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822
34097,Carnegie,58 Rosanna St,5,h,1630000,S,Marshall,24/02/2018,10.1,3163,5,3,2,743,283,1975,Glen Eira City Council,-37.89949,145.06272,Southern Metropolitan,7822
34098,Caroline Springs,18 Streeton Av,4,h,725000,SP,Barry,24/02/2018,14.8,3023,4,2,4,736,186,2005,Melton City Council,-37.71012,144.73487,Western Metropolitan,7719
34099,Caroline Springs,5/106 The Esplanade,3,t,570000,PI,Barry,24/02/2018,14.8,3023,,,,,,,Melton City Council,,,Western Metropolitan,7719
34100,Carrum,2/32 Valetta St,3,h,788000,S,Ray,24/02/2018,31.2,3197,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,1989
34103,Caulfield East,4 Moodie St,3,h,1520000,S,hockingstuart,24/02/2018,8.4,3145,3,2,2,521,,,Glen Eira City Council,-37.88212,145.04868,Southern Metropolitan,608
34104,Caulfield North,4/506 Dandenong Rd,3,u,650000,S,Gary,24/02/2018,7.8,3161,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6923
34106,Caulfield South,48 Sycamore St,4,h,1605000,PI,Gary,24/02/2018,8.7,3162,4,2,2,388,275,2001,Glen Eira City Council,-37.88957,145.01799,Southern Metropolitan,5051
34107,Caulfield South,69 Teak St,2,h,1101000,S,Gary,24/02/2018,8.7,3162,2,1,2,371,,,Glen Eira City Council,-37.89221,145.027,Southern Metropolitan,5051
34109,Chadstone,15 Gateway Cl,3,t,765000,S,Woodards,24/02/2018,11.7,3148,3,2,1,255,115,2000,Monash City Council,-37.88267,145.10823,Southern Metropolitan,3582
34112,Chadstone,4/28 Rae St,3,t,860000,S,Ray,24/02/2018,11.7,3148,,,,,,,Monash City Council,,,Southern Metropolitan,3582
34113,Chelsea,12 Bath St,3,h,1870000,S,Biggin,24/02/2018,27,3196,3,2,4,640,,,Kingston City Council,-38.05213,145.11429,South-Eastern Metropolitan,3906
34114,Cheltenham,3/2 Bayliss St,2,t,682000,S,O'Brien,24/02/2018,17.9,3192,,,,338,,,Bayside City Council,-37.97144,145.07268,Southern Metropolitan,9758
